Date,Date_Local,CO,NO,NO2,PM2_5,O3
7/11/2022 0:00,7/11/2022 1:00,NA,NA,NA,7,30.5
7/11/2022 1:00,7/11/2022 2:00,NA,NA,NA,8,25.8
7/11/2022 2:00,7/11/2022 3:00,0.135,0,5.8,7,22.8
7/11/2022 3:00,7/11/2022 4:00,0.146,0.1,5.8,7,18.8
7/11/2022 4:00,7/11/2022 5:00,0.13,0.2,6.7,9,14.7
7/11/2022 5:00,7/11/2022 6:00,0.157,1.7,10.3,9,13.3
7/11/2022 6:00,7/11/2022 7:00,0.15,3.2,9.8,7,18
7/11/2022 7:00,7/11/2022 8:00,0.136,1.3,4.7,12,30.5
7/11/2022 8:00,7/11/2022 9:00,0.122,0.6,2.9,9,38.6
7/11/2022 9:00,7/11/2022 10:00,0.118,0.3,2.1,7,42.3
7/11/2022 10:00,7/11/2022 11:00,0.108,0.4,2.4,4,46.1
7/11/2022 11:00,7/11/2022 12:00,0.104,0.3,2.5,8,48.5
7/11/2022 12:00,7/11/2022 13:00,0.102,0.3,2.5,10,49.1
7/11/2022 13:00,7/11/2022 14:00,0.102,0.4,2.6,8,49.8
7/11/2022 14:00,7/11/2022 15:00,0.101,0.3,2.1,5,48.3
7/11/2022 15:00,7/11/2022 16:00,0.096,0.2,2.1,8,50.9
7/11/2022 16:00,7/11/2022 17:00,0.081,0.2,1.8,6,46.4
7/11/2022 17:00,7/11/2022 18:00,0.09,0.2,1.7,5,43.1
7/11/2022 18:00,7/11/2022 19:00,0.122,0.1,1.9,3,40.6
7/11/2022 19:00,7/11/2022 20:00,0.099,0.1,2.6,3,36
7/11/2022 20:00,7/11/2022 21:00,0.082,0.1,2.6,8,34.3
7/11/2022 21:00,7/11/2022 22:00,0.101,0.1,2.5,7,33.9
7/11/2022 22:00,7/11/2022 23:00,0.08,0.1,2.1,5,32
7/11/2022 23:00,7/12/2022 0:00,0.078,0.1,1.8,5,30.4
7/12/2022 0:00,7/12/2022 1:00,0.128,0.1,1.9,4,29.8
7/12/2022 1:00,7/12/2022 2:00,0.129,0.1,1.3,3,30.1
7/12/2022 2:00,7/12/2022 3:00,0.146,0.1,1.8,2,28.7
7/12/2022 3:00,7/12/2022 4:00,0.127,0.1,1.3,4,29.2
7/12/2022 4:00,7/12/2022 5:00,0.118,0.1,2.7,6,NA
7/12/2022 5:00,7/12/2022 6:00,0.128,0.4,4.1,4,24.2
7/12/2022 6:00,7/12/2022 7:00,0.126,1.1,4.8,5,26.4
7/12/2022 7:00,7/12/2022 8:00,0.11,1,4,11,31.8
7/12/2022 8:00,7/12/2022 9:00,0.107,0.6,2.8,9,38.5
7/12/2022 9:00,7/12/2022 10:00,0.112,0.3,2.2,6,45.2
7/12/2022 10:00,7/12/2022 11:00,0.106,2.9,3.2,7,46.1
7/12/2022 11:00,7/12/2022 12:00,0.119,0.9,2.2,9,41.6
7/12/2022 12:00,7/12/2022 13:00,0.146,0.3,1.4,10,39.2
7/12/2022 13:00,7/12/2022 14:00,0.16,0.2,1.3,8,38.8
7/12/2022 14:00,7/12/2022 15:00,0.143,0.3,1.4,9,39.3
7/12/2022 15:00,7/12/2022 16:00,0.15,0.3,1.6,8,39.9
7/12/2022 16:00,7/12/2022 17:00,0.146,0.2,1.5,9,42.6
7/12/2022 17:00,7/12/2022 18:00,0.155,0.1,1.4,12,41.7
7/12/2022 18:00,7/12/2022 19:00,0.161,0.1,2,9,39.9
7/12/2022 19:00,7/12/2022 20:00,0.133,0.1,2.5,8,37.8
7/12/2022 20:00,7/12/2022 21:00,0.148,0.1,3.6,7,45.5
7/12/2022 21:00,7/12/2022 22:00,0.144,0.4,7.5,6,36.5
7/12/2022 22:00,7/12/2022 23:00,0.143,0.3,6.2,9,36.4
7/12/2022 23:00,7/13/2022 0:00,0.121,0.3,7.5,10,21.2
7/13/2022 0:00,7/13/2022 1:00,0.102,0.3,4.8,9,26.3
7/13/2022 1:00,7/13/2022 2:00,0.156,0.4,5.1,10,23.2
7/13/2022 2:00,7/13/2022 3:00,0.141,0.2,5.6,9,18.2
7/13/2022 3:00,7/13/2022 4:00,0.116,0.3,6.4,7,12.4
7/13/2022 4:00,7/13/2022 5:00,0.054,0.6,7.5,8,10.9
7/13/2022 5:00,7/13/2022 6:00,0.062,1.5,7.7,9,19.9
7/13/2022 6:00,7/13/2022 7:00,0.235,1.3,5.3,10,25.9
7/13/2022 7:00,7/13/2022 8:00,0.243,1.1,3.5,6,29.5
7/13/2022 8:00,7/13/2022 9:00,0.242,0.9,2.7,7,34.6
7/13/2022 9:00,7/13/2022 10:00,0.201,0.6,2,6,40.7
7/13/2022 10:00,7/13/2022 11:00,0.216,0.5,2,6,NA
7/13/2022 11:00,7/13/2022 12:00,0.206,0.6,1.9,7,NA
7/13/2022 12:00,7/13/2022 13:00,0.221,0.6,1.9,6,45.6
7/13/2022 13:00,7/13/2022 14:00,0.225,0.5,1.7,3,44.9
7/13/2022 14:00,7/13/2022 15:00,0.239,0.5,1.7,2,47
7/13/2022 15:00,7/13/2022 16:00,0.247,0.5,1.8,5,45.4
7/13/2022 16:00,7/13/2022 17:00,0.257,0.4,1.7,6,45.4
7/13/2022 17:00,7/13/2022 18:00,0.24,0.3,1.8,4,44.9
7/13/2022 18:00,7/13/2022 19:00,0.22,0.2,2.4,2,43.1
7/13/2022 19:00,7/13/2022 20:00,0.2,0.2,4.1,2,39.3
7/13/2022 20:00,7/13/2022 21:00,0.259,0.1,8.6,6,28.8
7/13/2022 21:00,7/13/2022 22:00,0.287,0.1,11.3,8,24.7
7/13/2022 22:00,7/13/2022 23:00,0.322,0.3,12.4,9,20.5
7/13/2022 23:00,7/14/2022 0:00,0.292,0.1,9.7,11,24.9
7/14/2022 0:00,7/14/2022 1:00,0.27,0.1,7.8,9,28.9
7/14/2022 1:00,7/14/2022 2:00,0.241,0,4.4,10,28.7
7/14/2022 2:00,7/14/2022 3:00,0.222,0.1,3.6,8,31.6
7/14/2022 3:00,7/14/2022 4:00,0.203,0.1,2.4,10,35
7/14/2022 4:00,7/14/2022 5:00,0.206,0.1,2.8,7,NA
7/14/2022 5:00,7/14/2022 6:00,0.201,0.2,2.8,5,NA
7/14/2022 6:00,7/14/2022 7:00,0.197,0.4,3.5,10,30
7/14/2022 7:00,7/14/2022 8:00,0.179,0.5,3.1,8,34.3
7/14/2022 8:00,7/14/2022 9:00,0.178,0.5,3.3,10,43.1
7/14/2022 9:00,7/14/2022 10:00,0.236,0.7,4.9,12,56.5
7/14/2022 10:00,7/14/2022 11:00,0.283,2,6.2,10,67.3
7/14/2022 11:00,7/14/2022 12:00,0.254,0.3,4.2,8,64.9
7/14/2022 12:00,7/14/2022 13:00,NA,NA,NA,12,NA
7/14/2022 13:00,7/14/2022 14:00,NA,NA,NA,10,NA
7/14/2022 14:00,7/14/2022 15:00,NA,NA,NA,10,NA
7/14/2022 15:00,7/14/2022 16:00,0.252,0.3,3.3,12,61.1
7/14/2022 16:00,7/14/2022 17:00,0.225,0.4,3.8,8,53.5
7/14/2022 17:00,7/14/2022 18:00,0.199,0.1,1.7,6,50.8
7/14/2022 18:00,7/14/2022 19:00,0.192,0.1,2.5,8,49.9
7/14/2022 19:00,7/14/2022 20:00,0.171,0.1,3.7,6,44
7/14/2022 20:00,7/14/2022 21:00,0.182,0,4.4,6,41.9
7/14/2022 21:00,7/14/2022 22:00,0.186,0,4.7,11,44.8
7/14/2022 22:00,7/14/2022 23:00,0.189,0,5.7,11,44.7
7/14/2022 23:00,7/15/2022 0:00,0.192,0,6.5,11,31.8
7/15/2022 0:00,7/15/2022 1:00,NA,NA,NA,11,24.5
7/15/2022 1:00,7/15/2022 2:00,NA,NA,NA,8,23
7/15/2022 2:00,7/15/2022 3:00,NA,NA,NA,5,21.4
7/15/2022 3:00,7/15/2022 4:00,0.142,0,5.5,7,20.4
7/15/2022 4:00,7/15/2022 5:00,0.2,0.2,6.6,10,17
7/15/2022 5:00,7/15/2022 6:00,0.207,0.7,5.3,8,21.1
7/15/2022 6:00,7/15/2022 7:00,0.189,1,4.2,7,27.7
7/15/2022 7:00,7/15/2022 8:00,0.177,0.7,3,6,34.8
7/15/2022 8:00,7/15/2022 9:00,0.168,0.4,2.5,5,40.4
7/15/2022 9:00,7/15/2022 10:00,NA,NA,NA,NA,NA
7/15/2022 10:00,7/15/2022 11:00,NA,NA,NA,NA,NA
7/15/2022 11:00,7/15/2022 12:00,0.229,0.4,1.8,8,49.2
7/15/2022 12:00,7/15/2022 13:00,0.162,0.2,1.7,5,50.6
7/15/2022 13:00,7/15/2022 14:00,0.158,0.1,1.5,2,48.9
7/15/2022 14:00,7/15/2022 15:00,0.167,0.2,2.6,5,55.8
7/15/2022 15:00,7/15/2022 16:00,0.175,0.2,2.5,5,54.9
7/15/2022 16:00,7/15/2022 17:00,0.174,0.2,2.6,5,53.8
7/15/2022 17:00,7/15/2022 18:00,0.199,0.2,2.8,9,53.3
7/15/2022 18:00,7/15/2022 19:00,0.197,0.1,3.5,10,49.4
7/15/2022 19:00,7/15/2022 20:00,0.197,0.1,4.2,9,45.5
7/15/2022 20:00,7/15/2022 21:00,0.194,0,3.6,8,42.2
7/15/2022 21:00,7/15/2022 22:00,0.176,0.1,4,7,39.7
7/15/2022 22:00,7/15/2022 23:00,0.169,0,5.2,13,36
7/15/2022 23:00,7/16/2022 0:00,0.162,0.1,4.6,8,33.8
7/16/2022 0:00,7/16/2022 1:00,0.155,0,4.5,13,31.4
7/16/2022 1:00,7/16/2022 2:00,0.183,0,5,10,27.2
7/16/2022 2:00,7/16/2022 3:00,0.186,0.1,7.2,8,19.9
7/16/2022 3:00,7/16/2022 4:00,0.164,0.1,7.9,9,14.1
7/16/2022 4:00,7/16/2022 5:00,0.184,0.3,8.5,10,11.6
7/16/2022 5:00,7/16/2022 6:00,0.269,1.5,10.7,11,12.2
7/16/2022 6:00,7/16/2022 7:00,0.261,2.1,8.7,13,21.1
7/16/2022 7:00,7/16/2022 8:00,0.218,2.1,7.5,12,28.6
7/16/2022 8:00,7/16/2022 9:00,0.177,1.2,5.2,6,36.4
7/16/2022 9:00,7/16/2022 10:00,0.147,0.3,2.6,5,39.6
7/16/2022 10:00,7/16/2022 11:00,0.109,0.3,2,8,39.1
7/16/2022 11:00,7/16/2022 12:00,0.109,0.3,1.8,6,40.4
7/16/2022 12:00,7/16/2022 13:00,0.105,0.2,1.4,8,43.3
7/16/2022 13:00,7/16/2022 14:00,0.055,0.2,1.2,4,41.5
7/16/2022 14:00,7/16/2022 15:00,0.046,0.2,1.3,4,41.4
7/16/2022 15:00,7/16/2022 16:00,0.053,0.2,1.2,5,41.9
7/16/2022 16:00,7/16/2022 17:00,0.046,0.2,1.4,6,39.9
7/16/2022 17:00,7/16/2022 18:00,0.068,0.2,1.6,7,36.2
7/16/2022 18:00,7/16/2022 19:00,0.102,0.1,3.1,7,34
7/16/2022 19:00,7/16/2022 20:00,0.1,0.1,1.8,7,36
7/16/2022 20:00,7/16/2022 21:00,0.079,0.1,1.5,6,38.8
7/16/2022 21:00,7/16/2022 22:00,0.071,0.1,1.9,12,36.7
7/16/2022 22:00,7/16/2022 23:00,0.063,0.1,2.7,11,35.3
7/16/2022 23:00,7/17/2022 0:00,0.11,0,3.3,10,34.3
7/17/2022 0:00,7/17/2022 1:00,0.186,0,3.1,8,33.4
7/17/2022 1:00,7/17/2022 2:00,0.209,0,3.3,5,30
7/17/2022 2:00,7/17/2022 3:00,0.13,0,1,8,40.3
7/17/2022 3:00,7/17/2022 4:00,0.12,0,1.5,11,38.7
7/17/2022 4:00,7/17/2022 5:00,0.15,0.1,3.4,9,28.8
7/17/2022 5:00,7/17/2022 6:00,0.109,0.1,1.8,12,36.9
7/17/2022 6:00,7/17/2022 7:00,NA,0.2,1.8,11,41.2
7/17/2022 7:00,7/17/2022 8:00,NA,0.3,2,10,42.9
7/17/2022 8:00,7/17/2022 9:00,NA,0.3,2.1,12,49
7/17/2022 9:00,7/17/2022 10:00,NA,1.2,4.4,10,52.9
7/17/2022 10:00,7/17/2022 11:00,NA,0.6,2.6,9,52.2
7/17/2022 11:00,7/17/2022 12:00,NA,0.2,2.2,12,55.6
7/17/2022 12:00,7/17/2022 13:00,NA,0.2,2.1,16,54.9
7/17/2022 13:00,7/17/2022 14:00,NA,0.2,2.4,11,55.2
7/17/2022 14:00,7/17/2022 15:00,NA,0.3,2.8,10,49.5
7/17/2022 15:00,7/17/2022 16:00,NA,0.3,2.6,13,57
7/17/2022 16:00,7/17/2022 17:00,NA,0.3,2,8,58.1
7/17/2022 17:00,7/17/2022 18:00,NA,0.2,2,7,54.9
7/17/2022 18:00,7/17/2022 19:00,NA,0.1,2.6,9,51.8
7/17/2022 19:00,7/17/2022 20:00,NA,0.1,3.3,7,45.5
7/17/2022 20:00,7/17/2022 21:00,NA,0.2,3,9,39.3
7/17/2022 21:00,7/17/2022 22:00,NA,0.1,4,9,31.9
7/17/2022 22:00,7/17/2022 23:00,NA,0.2,3.3,6,31.1
7/17/2022 23:00,7/18/2022 0:00,NA,0.2,2.4,7,31.1
7/18/2022 0:00,7/18/2022 1:00,NA,NA,NA,7,32
7/18/2022 1:00,7/18/2022 2:00,NA,NA,NA,10,25.6
7/18/2022 2:00,7/18/2022 3:00,0.151,0.2,4.3,7,23.5
7/18/2022 3:00,7/18/2022 4:00,0.184,0.2,3.3,10,31.5
7/18/2022 4:00,7/18/2022 5:00,0.189,0.1,5.2,11,27.3
7/18/2022 5:00,7/18/2022 6:00,0.125,0.3,4.4,10,36.4
7/18/2022 6:00,7/18/2022 7:00,0.036,0.4,4.1,10,37.1
7/18/2022 7:00,7/18/2022 8:00,0.072,0.5,2.7,11,39.4
7/18/2022 8:00,7/18/2022 9:00,0.103,0.4,2.6,11,40
7/18/2022 9:00,7/18/2022 10:00,NA,NA,NA,NA,NA
7/18/2022 10:00,7/18/2022 11:00,NA,0.4,2.4,11,41.9
7/18/2022 11:00,7/18/2022 12:00,NA,0.4,2.3,10,41
7/18/2022 12:00,7/18/2022 13:00,NA,0.5,2.8,10,37.2
7/18/2022 13:00,7/18/2022 14:00,NA,0.6,3.2,12,30.7
7/18/2022 14:00,7/18/2022 15:00,NA,0.6,3,6,22.6
7/18/2022 15:00,7/18/2022 16:00,NA,0.5,3,2,20.5
7/18/2022 16:00,7/18/2022 17:00,NA,0.3,1.9,4,23.8
7/18/2022 17:00,7/18/2022 18:00,NA,0.2,1.6,6,26.3
7/18/2022 18:00,7/18/2022 19:00,NA,0.2,1.7,7,23.9
7/18/2022 19:00,7/18/2022 20:00,NA,0.2,1.5,7,24
7/18/2022 20:00,7/18/2022 21:00,NA,0.2,1.7,10,23.5
7/18/2022 21:00,7/18/2022 22:00,NA,0.2,1.4,6,23.8
7/18/2022 22:00,7/18/2022 23:00,NA,0.2,1.4,7,24
7/18/2022 23:00,7/19/2022 0:00,NA,0.2,1.5,5,24.7
7/19/2022 0:00,7/19/2022 1:00,NA,0.2,1.4,9,27.1
7/19/2022 1:00,7/19/2022 2:00,NA,0.2,2.1,10,26.1
7/19/2022 2:00,7/19/2022 3:00,NA,0.2,1.7,7,29.8
7/19/2022 3:00,7/19/2022 4:00,NA,0.2,2.1,6,31.9
7/19/2022 4:00,7/19/2022 5:00,NA,0.2,2.4,4,NA
7/19/2022 5:00,7/19/2022 6:00,NA,0.4,2.3,3,33.5
7/19/2022 6:00,7/19/2022 7:00,NA,0.6,2,4,35.2
7/19/2022 7:00,7/19/2022 8:00,NA,0.8,2,5,40
7/19/2022 8:00,7/19/2022 9:00,NA,0.6,1.8,4,43.7
7/19/2022 9:00,7/19/2022 10:00,NA,0.5,1.6,3,46.2
7/19/2022 10:00,7/19/2022 11:00,NA,0.5,1.7,5,47.7
7/19/2022 11:00,7/19/2022 12:00,NA,0.5,1.6,3,48.6
7/19/2022 12:00,7/19/2022 13:00,NA,0.6,1.7,10,48.2
7/19/2022 13:00,7/19/2022 14:00,NA,0.6,1.7,10,49.4
7/19/2022 14:00,7/19/2022 15:00,NA,0.6,1.8,11,51.3
7/19/2022 15:00,7/19/2022 16:00,NA,0.5,1.7,9,51.3
7/19/2022 16:00,7/19/2022 17:00,NA,0.5,2,11,51.7
7/19/2022 17:00,7/19/2022 18:00,NA,0.4,2,11,51
7/19/2022 18:00,7/19/2022 19:00,NA,0.4,2.2,8,47.8
7/19/2022 19:00,7/19/2022 20:00,NA,0.3,3.9,6,43.7
7/19/2022 20:00,7/19/2022 21:00,NA,0.2,6.5,10,37.7
7/19/2022 21:00,7/19/2022 22:00,NA,0.4,7.7,12,35.1
7/19/2022 22:00,7/19/2022 23:00,NA,0.3,6.6,11,35.8
7/19/2022 23:00,7/20/2022 0:00,NA,0.3,4.1,12,37.4
7/20/2022 0:00,7/20/2022 1:00,NA,0.2,4.6,12,34.9
7/20/2022 1:00,7/20/2022 2:00,NA,0.2,5.7,10,32.9
7/20/2022 2:00,7/20/2022 3:00,NA,0.2,7,12,27.6
7/20/2022 3:00,7/20/2022 4:00,NA,0.2,9.2,10,21.9
7/20/2022 4:00,7/20/2022 5:00,NA,0.6,11.5,16,15.3
7/20/2022 5:00,7/20/2022 6:00,NA,2,14.1,14,15.7
7/20/2022 6:00,7/20/2022 7:00,NA,1.1,7,14,35.2
7/20/2022 7:00,7/20/2022 8:00,NA,0.5,4.1,11,51.1
7/20/2022 8:00,7/20/2022 9:00,NA,0.9,7.5,14,45.8
7/20/2022 9:00,7/20/2022 10:00,NA,0.6,4.1,12,53.2
7/20/2022 10:00,7/20/2022 11:00,NA,0.5,2.9,15,56.4
7/20/2022 11:00,7/20/2022 12:00,NA,NA,NA,11,56
7/20/2022 12:00,7/20/2022 13:00,NA,NA,NA,NA,54.3
7/20/2022 13:00,7/20/2022 14:00,NA,NA,NA,9,54.9
7/20/2022 14:00,7/20/2022 15:00,NA,NA,NA,11,60.1
7/20/2022 15:00,7/20/2022 16:00,NA,NA,NA,10,64.4
7/20/2022 16:00,7/20/2022 17:00,NA,NA,NA,19,75.8
7/20/2022 17:00,7/20/2022 18:00,NA,NA,NA,15,73.8
7/20/2022 18:00,7/20/2022 19:00,0.182,0.1,4.2,17,71.7
7/20/2022 19:00,7/20/2022 20:00,0.232,0,6.2,13,69.9
7/20/2022 20:00,7/20/2022 21:00,0.268,0,7.4,17,71.4
7/20/2022 21:00,7/20/2022 22:00,0.252,0,7.4,19,60.2
7/20/2022 22:00,7/20/2022 23:00,0.203,0,5.9,19,52.1
7/20/2022 23:00,7/21/2022 0:00,0.199,0,4.8,13,49.3
7/21/2022 0:00,7/21/2022 1:00,0.212,0,4,20,48.1
7/21/2022 1:00,7/21/2022 2:00,0.196,0,3.3,15,45.7
7/21/2022 2:00,7/21/2022 3:00,0.181,0,3.1,10,40.7
7/21/2022 3:00,7/21/2022 4:00,0.175,0.1,3.2,12,34.8
7/21/2022 4:00,7/21/2022 5:00,0.173,0.1,2.7,14,NA
7/21/2022 5:00,7/21/2022 6:00,0.181,0.3,4.1,10,NA
7/21/2022 6:00,7/21/2022 7:00,0.178,0.4,3.7,11,35.7
7/21/2022 7:00,7/21/2022 8:00,0.175,0.6,3.9,15,40.2
7/21/2022 8:00,7/21/2022 9:00,0.175,0.5,2.9,11,44.4
7/21/2022 9:00,7/21/2022 10:00,0.17,0.3,2.1,16,46.3
7/21/2022 10:00,7/21/2022 11:00,0.169,0.4,2.3,16,46.3
7/21/2022 11:00,7/21/2022 12:00,0.167,0.4,2.3,20,45.8
7/21/2022 12:00,7/21/2022 13:00,0.174,0.4,2.2,18,46.3
7/21/2022 13:00,7/21/2022 14:00,0.169,0.3,2.3,20,48.8
7/21/2022 14:00,7/21/2022 15:00,0.17,0.3,2.5,20,50.1
7/21/2022 15:00,7/21/2022 16:00,0.165,0.2,2.2,20,51.6
7/21/2022 16:00,7/21/2022 17:00,0.145,0.2,2,20,47.5
7/21/2022 17:00,7/21/2022 18:00,0.138,0.2,2,19,48.5
7/21/2022 18:00,7/21/2022 19:00,0.138,1.7,3.2,18,46.7
7/21/2022 19:00,7/21/2022 20:00,0.145,0.1,3,21,45.7
7/21/2022 20:00,7/21/2022 21:00,0.152,0.1,3.1,17,44.4
7/21/2022 21:00,7/21/2022 22:00,0.16,0.1,4,20,41.4
7/21/2022 22:00,7/21/2022 23:00,0.174,0.1,4.6,18,38.6
7/21/2022 23:00,7/22/2022 0:00,0.182,0.1,3.9,17,34.9
7/22/2022 0:00,7/22/2022 1:00,NA,NA,NA,20,24.2
7/22/2022 1:00,7/22/2022 2:00,NA,NA,NA,22,18.6
7/22/2022 2:00,7/22/2022 3:00,NA,NA,NA,20,15.2
7/22/2022 3:00,7/22/2022 4:00,0.231,0.2,8.4,17,11
7/22/2022 4:00,7/22/2022 5:00,0.245,0.8,9.3,18,6.7
7/22/2022 5:00,7/22/2022 6:00,0.34,4.4,15.4,17,6.4
7/22/2022 6:00,7/22/2022 7:00,0.313,3.6,13.8,17,22.2
7/22/2022 7:00,7/22/2022 8:00,0.183,0.6,3.6,11,41.4
7/22/2022 8:00,7/22/2022 9:00,0.159,0.3,1.8,10,41.4
7/22/2022 9:00,7/22/2022 10:00,0.147,0.2,1.5,8,45.2
7/22/2022 10:00,7/22/2022 11:00,0.148,0.2,1.7,14,47.8
7/22/2022 11:00,7/22/2022 12:00,0.142,0.2,1.5,8,47.3
7/22/2022 12:00,7/22/2022 13:00,0.143,0.3,1.6,8,43.8
7/22/2022 13:00,7/22/2022 14:00,0.152,0.3,1.8,9,45.4
7/22/2022 14:00,7/22/2022 15:00,0.15,0.2,1.7,12,46
7/22/2022 15:00,7/22/2022 16:00,0.146,0.2,2,13,50
7/22/2022 16:00,7/22/2022 17:00,0.153,0.2,2.3,10,56.1
7/22/2022 17:00,7/22/2022 18:00,0.159,0.2,3.2,8,63.9
7/22/2022 18:00,7/22/2022 19:00,0.174,0.1,2.9,9,67.6
7/22/2022 19:00,7/22/2022 20:00,0.185,0,3.7,10,66.8
7/22/2022 20:00,7/22/2022 21:00,0.184,0,4.5,10,60.3
7/22/2022 21:00,7/22/2022 22:00,0.182,0.1,5.7,7,53.9
7/22/2022 22:00,7/22/2022 23:00,0.184,0,4.6,10,52.5
7/22/2022 23:00,7/23/2022 0:00,0.205,0,5.8,11,45.7
7/23/2022 0:00,7/23/2022 1:00,0.229,0.1,7.6,12,39.4
7/23/2022 1:00,7/23/2022 2:00,0.231,0,7.2,14,40.6
7/23/2022 2:00,7/23/2022 3:00,0.226,0,8.6,13,40
7/23/2022 3:00,7/23/2022 4:00,0.223,0,8.8,17,36.3
7/23/2022 4:00,7/23/2022 5:00,0.223,0.1,9.7,17,32.1
7/23/2022 5:00,7/23/2022 6:00,0.354,0.4,9.2,14,33.1
7/23/2022 6:00,7/23/2022 7:00,0.21,0.4,4.5,12,46.9
7/23/2022 7:00,7/23/2022 8:00,0.171,0.2,2.7,12,50.5
7/23/2022 8:00,7/23/2022 9:00,0.167,0.2,2.2,13,51.9
7/23/2022 9:00,7/23/2022 10:00,0.165,0.2,2,12,54.9
7/23/2022 10:00,7/23/2022 11:00,0.151,0.2,2,15,58.5
7/23/2022 11:00,7/23/2022 12:00,0.135,0.2,1.8,12,57.7
7/23/2022 12:00,7/23/2022 13:00,0.124,0.1,1.3,12,56
7/23/2022 13:00,7/23/2022 14:00,0.124,0.1,1.1,13,54.9
7/23/2022 14:00,7/23/2022 15:00,0.127,0.1,1.1,12,55.9
7/23/2022 15:00,7/23/2022 16:00,0.124,0.1,1,12,57.1
7/23/2022 16:00,7/23/2022 17:00,0.114,0.1,1.2,12,59.7
7/23/2022 17:00,7/23/2022 18:00,0.121,0.1,1.7,12,62.7
7/23/2022 18:00,7/23/2022 19:00,0.159,0.1,3.1,12,67.1
7/23/2022 19:00,7/23/2022 20:00,0.174,0,4.6,10,66.5
7/23/2022 20:00,7/23/2022 21:00,0.207,0,6,15,67.8
7/23/2022 21:00,7/23/2022 22:00,0.214,0,4.8,17,70.8
7/23/2022 22:00,7/23/2022 23:00,0.217,0,8.1,13,63.7
7/23/2022 23:00,7/24/2022 0:00,0.213,0,6,11,57.4
7/24/2022 0:00,7/24/2022 1:00,0.216,0,6,14,51.5
7/24/2022 1:00,7/24/2022 2:00,0.205,0,5.4,15,48.4
7/24/2022 2:00,7/24/2022 3:00,0.208,0,6,14,48.1
7/24/2022 3:00,7/24/2022 4:00,0.21,0,5.4,13,50.6
7/24/2022 4:00,7/24/2022 5:00,0.23,0.1,4.7,17,51.4
7/24/2022 5:00,7/24/2022 6:00,0.238,0.1,3.8,22,51.9
7/24/2022 6:00,7/24/2022 7:00,0.223,0.2,2.7,23,52.6
7/24/2022 7:00,7/24/2022 8:00,0.232,0.3,3.3,24,50.5
7/24/2022 8:00,7/24/2022 9:00,0.245,0.3,3.1,23,49.9
7/24/2022 9:00,7/24/2022 10:00,0.246,0.2,3,20,59.1
7/24/2022 10:00,7/24/2022 11:00,0.202,0.2,2.3,19,65.4
7/24/2022 11:00,7/24/2022 12:00,0.21,0.2,3,18,65.6
7/24/2022 12:00,7/24/2022 13:00,0.153,0.2,2.1,11,66.5
7/24/2022 13:00,7/24/2022 14:00,0.137,0.2,1.9,9,70.6
7/24/2022 14:00,7/24/2022 15:00,0.144,0.2,2.5,9,76.5
7/24/2022 15:00,7/24/2022 16:00,0.163,0.2,2.9,10,81.6
7/24/2022 16:00,7/24/2022 17:00,0.169,0.1,2.9,15,86.1
7/24/2022 17:00,7/24/2022 18:00,0.168,0.1,3.2,9,79.4
7/24/2022 18:00,7/24/2022 19:00,0.162,0.1,3.7,10,66.5
7/24/2022 19:00,7/24/2022 20:00,0.166,0,2.5,13,59
7/24/2022 20:00,7/24/2022 21:00,0.19,0.1,2.7,20,52
7/24/2022 21:00,7/24/2022 22:00,0.19,0.1,2.7,22,51.6
7/24/2022 22:00,7/24/2022 23:00,0.191,0.1,3.2,19,49.7
7/24/2022 23:00,7/25/2022 0:00,0.189,0.1,2.2,19,47.3
7/25/2022 0:00,7/25/2022 1:00,NA,NA,NA,18,42.9
7/25/2022 1:00,7/25/2022 2:00,NA,NA,NA,18,41.5
7/25/2022 2:00,7/25/2022 3:00,0.162,0.1,2,18,37.2
7/25/2022 3:00,7/25/2022 4:00,0.152,0.1,2.3,15,33.6
7/25/2022 4:00,7/25/2022 5:00,0.137,0.1,2.7,15,30
7/25/2022 5:00,7/25/2022 6:00,0.134,0.2,2.6,16,27.9
7/25/2022 6:00,7/25/2022 7:00,0.14,0.4,2.8,15,28.8
7/25/2022 7:00,7/25/2022 8:00,0.141,0.4,2.4,15,30.5
7/25/2022 8:00,7/25/2022 9:00,0.142,0.4,2.5,17,32.9
7/25/2022 9:00,7/25/2022 10:00,0.144,0.6,3.3,14,35.7
7/25/2022 10:00,7/25/2022 11:00,0.143,0.4,2.9,18,37.9
7/25/2022 11:00,7/25/2022 12:00,0.147,0.4,3,19,38.6
7/25/2022 12:00,7/25/2022 13:00,0.16,0.4,4.4,18,41.4
7/25/2022 13:00,7/25/2022 14:00,0.159,0.2,3.5,17,44.3
7/25/2022 14:00,7/25/2022 15:00,0.16,0.2,3.3,20,44.9
7/25/2022 15:00,7/25/2022 16:00,0.163,0.2,3.3,17,47.6
7/25/2022 16:00,7/25/2022 17:00,0.167,0.3,3.5,13,50.1
7/25/2022 17:00,7/25/2022 18:00,0.161,0.1,3.3,17,49.9
7/25/2022 18:00,7/25/2022 19:00,0.167,0.2,4.5,13,39.5
7/25/2022 19:00,7/25/2022 20:00,0.166,0.2,4.5,14,33.6
7/25/2022 20:00,7/25/2022 21:00,0.165,0.7,5.2,13,32.5
7/25/2022 21:00,7/25/2022 22:00,0.166,0.7,6.1,11,27.1
