Date,Date_Local,CO,NO,NO2,PM2_5,O3
10/11/2022 10:00,10/11/2022 11:00,0.137,0.4,1.7,12,35.4
10/11/2022 11:00,10/11/2022 12:00,0.133,0.4,1.9,11,38
10/11/2022 12:00,10/11/2022 13:00,0.126,0.2,1.7,7,40.8
10/11/2022 13:00,10/11/2022 14:00,0.124,0.2,1.6,2,42.1
10/11/2022 14:00,10/11/2022 15:00,0.126,0.1,1.4,1,43.4
10/11/2022 15:00,10/11/2022 16:00,0.134,0.1,1.5,0,43.5
10/11/2022 16:00,10/11/2022 17:00,0.144,0,2.4,1,41.9
10/11/2022 17:00,10/11/2022 18:00,0.203,0,7.6,3,34.8
10/11/2022 18:00,10/11/2022 19:00,0.378,0,13.8,9,25.1
10/11/2022 19:00,10/11/2022 20:00,0.232,0,8.4,11,31.4
10/11/2022 20:00,10/11/2022 21:00,0.24,0,10.5,12,26
10/11/2022 21:00,10/11/2022 22:00,0.247,0,10.4,11,21.6
10/11/2022 22:00,10/11/2022 23:00,0.237,0,9.8,7,18.8
10/11/2022 23:00,10/12/2022 0:00,NA,0,9.7,6,11.8
10/12/2022 0:00,10/12/2022 1:00,0.234,0.1,9.5,7,8.4
10/12/2022 1:00,10/12/2022 2:00,0.245,0.7,10.2,9,4.1
10/12/2022 2:00,10/12/2022 3:00,0.248,0.8,9.1,8,3.2
10/12/2022 3:00,10/12/2022 4:00,0.224,0.8,8.8,7,4.7
10/12/2022 4:00,10/12/2022 5:00,0.247,2.7,9.7,5,1.8
10/12/2022 5:00,10/12/2022 6:00,0.308,10.5,10.8,8,1
10/12/2022 6:00,10/12/2022 7:00,0.819,25.6,9.7,9,1.7
10/12/2022 7:00,10/12/2022 8:00,0.855,18.9,15.1,9,5.3
10/12/2022 8:00,10/12/2022 9:00,0.399,10.2,18.7,16,15.7
10/12/2022 9:00,10/12/2022 10:00,0.362,6.5,17.4,10,26.9
10/12/2022 10:00,10/12/2022 11:00,0.229,2.2,9,10,45.2
10/12/2022 11:00,10/12/2022 12:00,0.149,0.3,3.4,7,54.8
10/12/2022 12:00,10/12/2022 13:00,0.148,0.4,3.8,9,55
10/12/2022 13:00,10/12/2022 14:00,0.154,0.4,3.8,9,55.4
10/12/2022 14:00,10/12/2022 15:00,0.148,0.4,3.8,7,55.9
10/12/2022 15:00,10/12/2022 16:00,0.151,0.1,3,8,58.7
10/12/2022 16:00,10/12/2022 17:00,0.173,0,3.9,8,58.5
10/12/2022 17:00,10/12/2022 18:00,0.187,0,5.8,7,51
10/12/2022 18:00,10/12/2022 19:00,0.18,0,5.3,7,51
10/12/2022 19:00,10/12/2022 20:00,0.176,0,3.9,11,51.4
10/12/2022 20:00,10/12/2022 21:00,0.18,-0.1,4.1,9,45.8
10/12/2022 21:00,10/12/2022 22:00,0.24,0,6.8,13,33.1
10/12/2022 22:00,10/12/2022 23:00,0.263,0,7.9,12,23.1
10/12/2022 23:00,10/13/2022 0:00,NA,0,6,7,23.5
10/13/2022 0:00,10/13/2022 1:00,0.183,0,5.7,7,18.1
10/13/2022 1:00,10/13/2022 2:00,0.179,0,5.3,7,17
10/13/2022 2:00,10/13/2022 3:00,0.164,0,5.3,10,20.2
10/13/2022 3:00,10/13/2022 4:00,0.154,0,2.1,6,52.7
10/13/2022 4:00,10/13/2022 5:00,0.157,0,2.4,4,NA
10/13/2022 5:00,10/13/2022 6:00,0.165,0,3,6,NA
10/13/2022 6:00,10/13/2022 7:00,0.17,0,3.1,8,54.9
10/13/2022 7:00,10/13/2022 8:00,0.171,0,3.3,8,54.5
10/13/2022 8:00,10/13/2022 9:00,0.174,0,3.3,7,53.9
10/13/2022 9:00,10/13/2022 10:00,0.176,0.1,4,7,49.3
10/13/2022 10:00,10/13/2022 11:00,NA,NA,NA,NA,NA
10/13/2022 11:00,10/13/2022 12:00,NA,NA,NA,NA,NA
10/13/2022 12:00,10/13/2022 13:00,0.146,0.2,2.8,8,45.1
10/13/2022 13:00,10/13/2022 14:00,0.141,0.2,2.8,5,43.3
10/13/2022 14:00,10/13/2022 15:00,0.144,0,2.9,3,40.6
10/13/2022 15:00,10/13/2022 16:00,0.136,0,2.2,1,40.5
10/13/2022 16:00,10/13/2022 17:00,0.13,0,1.6,2,40.3
10/13/2022 17:00,10/13/2022 18:00,0.13,0,1.4,6,38.7
10/13/2022 18:00,10/13/2022 19:00,0.12,0,1.1,7,39
10/13/2022 19:00,10/13/2022 20:00,0.117,0,0.9,4,40.4
10/13/2022 20:00,10/13/2022 21:00,0.118,0,0.8,2,40.4
10/13/2022 21:00,10/13/2022 22:00,0.116,0,0.8,0,39.6
10/13/2022 22:00,10/13/2022 23:00,0.113,0,0.6,3,42.6
10/13/2022 23:00,10/14/2022 0:00,NA,0,0.7,4,43
10/14/2022 0:00,10/14/2022 1:00,NA,NA,NA,2,40.4
10/14/2022 1:00,10/14/2022 2:00,NA,NA,NA,3,39.9
10/14/2022 2:00,10/14/2022 3:00,NA,NA,NA,2,38.7
10/14/2022 3:00,10/14/2022 4:00,0.126,0,0.6,0,40
10/14/2022 4:00,10/14/2022 5:00,0.128,0,0.7,1,39.6
10/14/2022 5:00,10/14/2022 6:00,0.129,0,1.1,5,38.6
10/14/2022 6:00,10/14/2022 7:00,0.142,0,1.6,3,38.1
10/14/2022 7:00,10/14/2022 8:00,0.135,0,1.4,1,39.2
10/14/2022 8:00,10/14/2022 9:00,0.148,0.2,3.6,3,33.1
10/14/2022 9:00,10/14/2022 10:00,0.151,0.6,4.3,2,33
10/14/2022 10:00,10/14/2022 11:00,0.156,0.8,3.8,1,32.5
10/14/2022 11:00,10/14/2022 12:00,0.159,1.2,3.1,3,34.1
10/14/2022 12:00,10/14/2022 13:00,0.159,0.7,2.6,3,36.4
10/14/2022 13:00,10/14/2022 14:00,0.159,0.6,2.7,4,38.2
10/14/2022 14:00,10/14/2022 15:00,0.166,0.4,2.8,2,38.4
10/14/2022 15:00,10/14/2022 16:00,0.155,0.1,2.2,2,38.1
10/14/2022 16:00,10/14/2022 17:00,0.164,0,2.6,5,31
10/14/2022 17:00,10/14/2022 18:00,0.164,0,2.7,7,30.7
10/14/2022 18:00,10/14/2022 19:00,0.175,0,3.9,5,29.1
10/14/2022 19:00,10/14/2022 20:00,0.189,0,4.7,6,25.2
10/14/2022 20:00,10/14/2022 21:00,0.214,0,6.1,6,20.6
10/14/2022 21:00,10/14/2022 22:00,0.204,0,5.5,5,19.6
10/14/2022 22:00,10/14/2022 23:00,0.207,0,5.6,4,17.5
10/14/2022 23:00,10/15/2022 0:00,NA,0,4,1,17.9
10/15/2022 0:00,10/15/2022 1:00,0.172,0,3.3,2,17
10/15/2022 1:00,10/15/2022 2:00,0.167,0,3.3,1,14.8
10/15/2022 2:00,10/15/2022 3:00,0.152,0,2.3,-2,17.9
10/15/2022 3:00,10/15/2022 4:00,0.152,0,3.7,2,14.4
10/15/2022 4:00,10/15/2022 5:00,0.161,0.1,4.3,4,9
10/15/2022 5:00,10/15/2022 6:00,0.208,1.2,7,3,3.4
10/15/2022 6:00,10/15/2022 7:00,0.279,5,7.2,4,2.5
10/15/2022 7:00,10/15/2022 8:00,0.3,6.7,9,4,9.5
10/15/2022 8:00,10/15/2022 9:00,0.237,4.9,7.8,3,17
10/15/2022 9:00,10/15/2022 10:00,0.204,2.8,5.5,4,24.5
10/15/2022 10:00,10/15/2022 11:00,0.171,0.9,2.9,4,32.6
10/15/2022 11:00,10/15/2022 12:00,0.14,0.2,1.4,6,40.9
10/15/2022 12:00,10/15/2022 13:00,0.139,0.3,1.8,5,43.9
10/15/2022 13:00,10/15/2022 14:00,0.137,0.2,1.8,4,47
10/15/2022 14:00,10/15/2022 15:00,0.145,0.2,2,4,47.3
10/15/2022 15:00,10/15/2022 16:00,0.16,0.2,3.1,7,44.5
10/15/2022 16:00,10/15/2022 17:00,0.226,0.1,5.7,5,37.9
10/15/2022 17:00,10/15/2022 18:00,0.284,0.1,8.8,3,31.8
10/15/2022 18:00,10/15/2022 19:00,0.302,0,10.2,10,27.2
10/15/2022 19:00,10/15/2022 20:00,0.271,0,12.8,11,26.9
10/15/2022 20:00,10/15/2022 21:00,0.217,0,4.8,8,34.3
10/15/2022 21:00,10/15/2022 22:00,0.232,0,5.2,11,30.2
10/15/2022 22:00,10/15/2022 23:00,0.228,0,4.6,11,28.3
10/15/2022 23:00,10/16/2022 0:00,NA,0,5.1,12,23.9
10/16/2022 0:00,10/16/2022 1:00,0.273,0,4.4,14,23.2
10/16/2022 1:00,10/16/2022 2:00,0.246,0,5.6,10,18.2
10/16/2022 2:00,10/16/2022 3:00,0.224,0.2,15.4,9,8.1
10/16/2022 3:00,10/16/2022 4:00,0.253,0.8,13,10,5.8
10/16/2022 4:00,10/16/2022 5:00,0.234,0.9,10.9,11,3.6
10/16/2022 5:00,10/16/2022 6:00,0.292,2,9.5,8,1.9
10/16/2022 6:00,10/16/2022 7:00,0.525,10.7,9,9,1.7
10/16/2022 7:00,10/16/2022 8:00,0.437,6,9.8,9,8.4
10/16/2022 8:00,10/16/2022 9:00,0.328,3.3,7.1,7,18.4
10/16/2022 9:00,10/16/2022 10:00,0.262,1.8,5.5,7,30.2
10/16/2022 10:00,10/16/2022 11:00,0.24,1.2,4.9,5,38.7
10/16/2022 11:00,10/16/2022 12:00,0.225,0.8,4.9,8,46.2
10/16/2022 12:00,10/16/2022 13:00,0.244,0.6,5.8,8,49.6
10/16/2022 13:00,10/16/2022 14:00,0.225,0.3,4.1,8,50.2
10/16/2022 14:00,10/16/2022 15:00,0.22,0.2,3.2,10,50.8
10/16/2022 15:00,10/16/2022 16:00,0.208,0.2,5,10,45.9
10/16/2022 16:00,10/16/2022 17:00,0.218,0,5.8,8,41.5
10/16/2022 17:00,10/16/2022 18:00,0.228,0,8.4,12,34
10/16/2022 18:00,10/16/2022 19:00,0.3,0.1,9.7,15,26.1
10/16/2022 19:00,10/16/2022 20:00,0.303,0.1,8.9,9,22.6
10/16/2022 20:00,10/16/2022 21:00,0.297,0,7.8,13,20.8
10/16/2022 21:00,10/16/2022 22:00,0.338,0,9.2,15,13
10/16/2022 22:00,10/16/2022 23:00,0.382,0.5,10.9,12,5.5
10/16/2022 23:00,10/17/2022 0:00,NA,1,10.5,11,4
10/17/2022 0:00,10/17/2022 1:00,NA,NA,NA,11,3.1
10/17/2022 1:00,10/17/2022 2:00,NA,NA,NA,10,2.3
10/17/2022 2:00,10/17/2022 3:00,0.315,3,8.5,11,1.7
10/17/2022 3:00,10/17/2022 4:00,0.298,1.2,8,9,3
10/17/2022 4:00,10/17/2022 5:00,0.321,2.9,8.6,8,1
10/17/2022 5:00,10/17/2022 6:00,0.373,10.4,10,10,1.1
10/17/2022 6:00,10/17/2022 7:00,0.623,21.5,9.3,9,1
10/17/2022 7:00,10/17/2022 8:00,0.658,30.7,10.6,11,1.4
10/17/2022 8:00,10/17/2022 9:00,0.686,42.2,13.4,13,1.5
10/17/2022 9:00,10/17/2022 10:00,0.547,23.9,14.2,11,3.1
10/17/2022 10:00,10/17/2022 11:00,0.365,7.5,12.3,9,5.4
10/17/2022 11:00,10/17/2022 12:00,0.361,3.1,8.6,9,9.3
10/17/2022 12:00,10/17/2022 13:00,0.288,1.3,7.2,11,16.7
10/17/2022 13:00,10/17/2022 14:00,0.179,0.1,3.5,8,35.8
10/17/2022 14:00,10/17/2022 15:00,0.152,0.2,2.4,5,41.4
10/17/2022 15:00,10/17/2022 16:00,0.148,0.1,2.3,6,40.2
10/17/2022 16:00,10/17/2022 17:00,0.154,0,2.7,6,38.7
10/17/2022 17:00,10/17/2022 18:00,0.152,0,2.8,6,37
10/17/2022 18:00,10/17/2022 19:00,0.156,0,3.6,4,35.1
10/17/2022 19:00,10/17/2022 20:00,0.162,0,3.6,1,30.1
10/17/2022 20:00,10/17/2022 21:00,0.149,0,2.8,3,31.5
10/17/2022 21:00,10/17/2022 22:00,0.146,0,1.8,5,37
10/17/2022 22:00,10/17/2022 23:00,0.148,0,1.9,5,34
10/17/2022 23:00,10/18/2022 0:00,NA,0,2.1,6,31.6
10/18/2022 0:00,10/18/2022 1:00,0.155,0,1.7,9,38.6
10/18/2022 1:00,10/18/2022 2:00,0.153,0,3,6,32.4
10/18/2022 2:00,10/18/2022 3:00,0.155,0,4.7,6,23.1
10/18/2022 3:00,10/18/2022 4:00,0.176,0,5.6,6,21.8
10/18/2022 4:00,10/18/2022 5:00,0.176,0,4.7,4,NA
10/18/2022 5:00,10/18/2022 6:00,0.16,0,2.3,4,33.8
10/18/2022 6:00,10/18/2022 7:00,0.202,0.1,3.8,4,33.5
10/18/2022 7:00,10/18/2022 8:00,0.184,0.2,4.6,2,36.2
10/18/2022 8:00,10/18/2022 9:00,0.172,0.7,3.9,6,36.5
10/18/2022 9:00,10/18/2022 10:00,0.175,0.7,4,6,35.5
10/18/2022 10:00,10/18/2022 11:00,0.164,0.3,2.3,5,38.6
10/18/2022 11:00,10/18/2022 12:00,0.162,0.4,2.8,4,37.5
10/18/2022 12:00,10/18/2022 13:00,0.173,0.9,4,7,35.7
10/18/2022 13:00,10/18/2022 14:00,0.173,1.1,5.8,7,36.3
10/18/2022 14:00,10/18/2022 15:00,0.17,0.6,3.6,8,35.7
10/18/2022 15:00,10/18/2022 16:00,0.154,0.4,3.8,8,38.2
10/18/2022 16:00,10/18/2022 17:00,0.154,0.1,4.1,6,37.1
10/18/2022 17:00,10/18/2022 18:00,0.19,0,8.4,7,29.6
10/18/2022 18:00,10/18/2022 19:00,0.252,0.1,12.7,7,18.3
10/18/2022 19:00,10/18/2022 20:00,0.212,0,8.5,5,27.1
10/18/2022 20:00,10/18/2022 21:00,0.181,0,6.4,2,24.9
10/18/2022 21:00,10/18/2022 22:00,0.191,0,7,3,19.8
10/18/2022 22:00,10/18/2022 23:00,0.187,0,6.1,3,19.5
10/18/2022 23:00,10/19/2022 0:00,NA,0,6.3,3,18.7
10/19/2022 0:00,10/19/2022 1:00,0.172,0,7.1,2,15.7
10/19/2022 1:00,10/19/2022 2:00,0.172,0.2,7.8,5,12.8
10/19/2022 2:00,10/19/2022 3:00,0.18,0,7.7,4,12.2
10/19/2022 3:00,10/19/2022 4:00,0.167,0,6.3,5,13.1
10/19/2022 4:00,10/19/2022 5:00,0.172,0,7.2,3,11.6
10/19/2022 5:00,10/19/2022 6:00,0.262,9.2,13.3,3,2.7
10/19/2022 6:00,10/19/2022 7:00,0.372,22.5,14.4,4,2.1
10/19/2022 7:00,10/19/2022 8:00,0.248,8,9.1,4,7.7
10/19/2022 8:00,10/19/2022 9:00,0.184,4.5,5.4,2,13.4
10/19/2022 9:00,10/19/2022 10:00,0.146,2.2,3.4,-1,22.7
10/19/2022 10:00,10/19/2022 11:00,0.142,1.8,3.3,0,25.4
10/19/2022 11:00,10/19/2022 12:00,0.144,1.5,3,3,26.6
10/19/2022 12:00,10/19/2022 13:00,0.159,2.5,4.9,4,25.1
10/19/2022 13:00,10/19/2022 14:00,0.152,2.5,4.8,3,25.4
10/19/2022 14:00,10/19/2022 15:00,0.156,1.8,4.4,3,24.4
10/19/2022 15:00,10/19/2022 16:00,0.168,1.9,6.5,2,22.9
10/19/2022 16:00,10/19/2022 17:00,0.172,0.6,6.9,0,23.1
10/19/2022 17:00,10/19/2022 18:00,0.182,0.5,11.4,1,18.4
10/19/2022 18:00,10/19/2022 19:00,0.198,0.6,14.9,3,14.1
10/19/2022 19:00,10/19/2022 20:00,0.215,0.4,13.3,3,14.4
10/19/2022 20:00,10/19/2022 21:00,0.225,0.1,11.9,2,13.6
10/19/2022 21:00,10/19/2022 22:00,0.208,0.1,10.6,3,13.3
10/19/2022 22:00,10/19/2022 23:00,0.209,0.2,10.3,2,12.1
10/19/2022 23:00,10/20/2022 0:00,NA,0.4,11.5,5,10.4
10/20/2022 0:00,10/20/2022 1:00,0.194,0.3,10.5,7,9.9
10/20/2022 1:00,10/20/2022 2:00,0.191,0.3,11.1,4,9.6
10/20/2022 2:00,10/20/2022 3:00,0.188,0.7,13.4,5,7.2
10/20/2022 3:00,10/20/2022 4:00,0.185,1,12.4,6,8.3
10/20/2022 4:00,10/20/2022 5:00,0.199,1.1,10.9,7,NA
10/20/2022 5:00,10/20/2022 6:00,0.262,1.6,14.3,4,NA
10/20/2022 6:00,10/20/2022 7:00,0.221,2.6,12.1,1,9
10/20/2022 7:00,10/20/2022 8:00,0.199,3.8,8,3,14.3
10/20/2022 8:00,10/20/2022 9:00,0.173,2.7,4.9,3,19.6
10/20/2022 9:00,10/20/2022 10:00,0.159,1.9,3.7,4,24.5
10/20/2022 10:00,10/20/2022 11:00,0.155,2.3,4.3,4,25
10/20/2022 11:00,10/20/2022 12:00,0.175,1.4,2.9,5,27.3
10/20/2022 12:00,10/20/2022 13:00,0.154,1.8,4.1,4,28.3
10/20/2022 13:00,10/20/2022 14:00,0.155,2.1,4.9,4,27.8
10/20/2022 14:00,10/20/2022 15:00,NA,NA,NA,NA,NA
10/20/2022 15:00,10/20/2022 16:00,0.144,0.4,3.2,2,35.2
10/20/2022 16:00,10/20/2022 17:00,0.145,0.1,3.6,4,34.7
10/20/2022 17:00,10/20/2022 18:00,0.162,2.8,5.6,3,31.9
10/20/2022 18:00,10/20/2022 19:00,0.178,0.1,6.5,3,30.3
10/20/2022 19:00,10/20/2022 20:00,0.2,0,7.9,6,27.1
10/20/2022 20:00,10/20/2022 21:00,0.245,0.1,11.2,7,21.3
10/20/2022 21:00,10/20/2022 22:00,0.315,0.2,14.1,7,16.5
10/20/2022 22:00,10/20/2022 23:00,0.315,0.3,17.6,8,13.2
10/20/2022 23:00,10/21/2022 0:00,NA,1,20.2,7,8.5
